 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos 
   150    1.328            1000             994             896;
   151    1.337            1000             994             896;
   152    1.346            1000             994             896;
   153    1.355            1000             994             896;
   154    1.364            1000             994             896;
   155    1.372            1000             994             896;
   156    1.381            1000             994             896;
   157    1.390            1000             994             896;
   158    1.399            1000             994             896;
   159    1.408            1000             994             896;
   160    1.417            1000             994             896;
   161    1.426            1000             994             896;
   162    1.434            1000             995             896;
   163    1.443            1000             996             896;
   164    1.452            1000             996             896;
   165    1.461            1000             997             896;
   166    1.470            1000             997             896;
   167    1.479            1000             998             896;
   168    1.488            1000             999             896;
   169    1.496            1000            1000             896;
   170    1.505            1000            1000             896;
   171    1.514            1000            1001             896;
   172    1.523            1000            1002             896;
   173    1.532            1000            1003             896;
   174    1.541            1000            1004             896;
   175    1.549            1000            1004             896;
   176    1.558            1000            1005             896;
   177    1.567            1000            1005             896;
   178    1.576            1000            1006             896;
   179    1.585            1000            1006             896;
   180    1.594            1000            1007             896;
   181    1.603            1000            1007             896;
   182    1.611            1000            1008             896;
   183    1.620            1000            1008             896;
   184    1.629            1000            1008             896;
   185    1.638            1000            1009             896;
   186    1.647            1000            1009             896;
   187    1.656            1000            1010             896;
   188    1.665            1000            1010             896;
   189    1.673            1000            1011             896;
   190    1.682            1000            1012             896;
   191    1.691            1000            1013             896;
   192    1.700            1000            1014             896;
   193    1.709            1000            1014             896;
   194    1.718            1000            1015             896;
   195    1.727            1000            1016             896;
   196    1.735            1000            1017             896;
   197    1.744            1000            1017             896;
   198    1.753            1000            1018             896;
   199    1.762            1000            1019             896;
   200    1.771            1000            1020             896;
   201    1.780            1000            1021             896;
   202    1.789            1000            1024             896;
   203    1.797            1000            1025             896;
   204    1.806            1000            1029             896;
   205    1.815            1000            1033             896;
   206    1.824            1000            1037             897;
   207    1.833            1000            1042             897;
   208    1.842            1000            1048             898;
   209    1.851            1000            1054             899;
   210    1.859            1000            1061             901;
   211    1.868            1000            1068             902;
   212    1.877            1000            1074             904;
   213    1.886            1000            1081             906;
   214    1.895            1000            1088             909;
   215    1.904            1000            1093             911;
   216    1.913            1000            1097             914;
   217    1.921            1000            1100             917;
   218    1.930            1000            1101             921;
   219    1.939            1000            1101             924;
   220    1.948            1000            1101             927;
   221    1.957            1000            1101             929;
   222    1.966            1000            1100             931;
   223    1.974            1000            1100             932;
   224    1.983            1000            1100             933;
   225    1.992            1000            1100             933;
   226    2.001            1000            1100             933;
   227    2.010            1000            1100             933;
   228    2.019            1000            1100             933;
   229    2.028            1000            1100             933;
   230    2.036            1000            1100             933;
   231    2.045            1000            1100             933;
   232    2.054            1000            1100             933;
   233    2.063            1000            1100             933;
   234    2.072            1000            1100             933;
   235    2.081            1000            1100             933;
   236    2.090            1000            1100             933;
   237    2.098            1000            1100             933;
   238    2.107            1000            1100             933;
   239    2.116            1000            1100             933;
   240    2.125            1000            1100             933;
   241    2.134            1000            1100             933;
   242    2.143            1000            1100             933;
   243    2.152            1000            1100             933;
   244    2.160            1000            1100             933;
   245    2.169            1000            1100             933;
   246    2.178            1000            1100             933;
   247    2.187            1000            1100             933;
   248    2.196            1000            1100             933;
   249    2.205            1000            1100             933;
   250    2.214            1000            1100             933;
   251    2.222            1000            1100             933;
   252    2.231            1000            1100             933;
   253    2.240            1000            1100             933;
   254    2.249            1000            1100             933;
   255    2.258            1000            1100             933;
   256    2.267            1000            1100             933;
   257    2.276            1000            1100             933;
   258    2.284            1000            1100             933;
   259    2.293            1000            1100             933;
   260    2.302            1000            1100             933;
   261    2.311            1000            1100             933;
   262    2.320            1000            1101             933;
   263    2.329            1000            1101             933;
   264    2.338            1000            1101             933;
   265    2.346            1000            1101             933;
   266    2.355            1000            1101             933;
   267    2.364            1000            1101             933;
   268    2.373            1000            1101             933;
   269    2.382            1000            1101             933;
   270    2.391            1000            1101             933;
   271    2.399            1000            1101             933;
   272    2.408            1000            1101             933;
   273    2.417            1000            1101             933;
   274    2.426            1000            1101             933;
   275    2.435            1000            1102             933;
   276    2.444            1000            1103             933;
   277    2.453            1000            1103             933;
   278    2.461            1000            1104             933;
   279    2.470            1000            1104             933;
   280    2.479            1000            1104             933;
   281    2.488            1000            1105             933;
   282    2.497            1000            1105             933;
   283    2.506            1000            1105             933;
   284    2.515            1000            1105             933;
   285    2.523            1000            1105             933;
   286    2.532            1000            1105             933;
   287    2.541            1000            1105             933;
   288    2.550            1000            1105             933;
   289    2.559            1000            1105             933;
   290    2.568            1000            1106             933;
   291    2.577            1000            1106             933;
   292    2.585            1000            1107             933;
   293    2.594            1000            1108             933;
   294    2.603            1000            1109             933;
   295    2.612            1000            1109             933;
   296    2.621            1000            1109             933;
   297    2.630            1000            1110             933;
   298    2.639            1000            1110             933;
   299    2.647            1000            1110             933;
   300    2.656            1000            1111             933;
   301    2.665            1000            1111             933;
   302    2.674            1000            1111             933;
   303    2.683            1000            1112             933;
   304    2.692            1000            1112             933;
   305    2.701            1000            1112             933;
   306    2.709            1000            1112             933;
   307    2.718            1000            1112             933;
   308    2.727            1000            1112             933;
   309    2.736            1000            1112             933;
   310    2.745            1000            1112             933;
   311    2.754            1000            1113             933;
   312    2.763            1000            1113             933;
   313    2.771            1000            1113             933;
   314    2.780            1000            1113             933;
   315    2.789            1000            1113             933;
   316    2.798            1000            1113             933;
   317    2.807            1000            1114             933;
   318    2.816            1000            1114             933;
   319    2.824            1000            1114             933;
   320    2.833            1000            1115             933;
   321    2.842            1000            1115             933;
   322    2.851            1000            1116             933;
   323    2.860            1000            1116             933;
   324    2.869            1000            1117             933;
   325    2.878            1000            1117             933;
   326    2.886            1000            1117             933;
   327    2.895            1000            1118             933;
   328    2.904            1000            1118             933;
   329    2.913            1000            1118             933;
   330    2.922            1000            1119             933;
   331    2.931            1000            1119             933;
   332    2.940            1000            1120             933;
   333    2.948            1000            1120             933;
   334    2.957            1000            1120             933;
   335    2.966            1000            1120             933;
   336    2.975            1000            1121             933;
   337    2.984            1000            1121             933;
   338    2.993            1000            1121             933;
   339    3.002               0            1122             933;
   340    3.010               0            1113             933;
   341    3.019               0            1098             933;
   342    3.028               0            1082             933;
   343    3.037               0            1067             933;
   344    3.046               0            1054             933;
   345    3.055               0            1042             933;
   346    3.064               0            1033             932;
   347    3.072               0            1026             931;
   348    3.081               0            1021             929;
   349    3.090               0            1017             928;
   350    3.099               0            1014             926;
   351    3.108               0            1012             925;
   352    3.117               0            1011             924;
   353    3.126               0            1010             924;
   354    3.134               0            1010             923;
   355    3.143               0            1009             923;
   356    3.152               0            1008             923;
   357    3.161               0            1006             923;
   358    3.170               0            1002             923;
   359    3.179               0             999             923;
   360    3.188               0             994             923;
   361    3.196               0             987             923;
   362    3.205               0             980             923;
   363    3.214               0             973             923;
   364    3.223               0             964             923;
   365    3.232               0             954             923;
   366    3.241               0             944             922;
   367    3.249               0             933             920;
   368    3.258               0             921             918;
   369    3.267               0             907             916;
   370    3.276               0             894             914;
   371    3.285               0             879             910;
   372    3.294               0             863             907;
   373    3.303               0             846             904;
   374    3.311               0             828             899;
   375    3.320               0             810             895;
   376    3.329               0             793             889;
   377    3.338               0             775             883;
   378    3.347               0             758             876;
   379    3.356               0             742             868;
   380    3.365               0             727             859;
   381    3.373               0             714             848;
   382    3.382               0             703             836;
   383    3.391               0             694             822;
   384    3.400               0             686             807;
   385    3.409               0             679             790;
   386    3.418               0             673             773;
   387    3.427               0             668             756;
   388    3.435               0             663             739;
   389    3.444               0             658             722;
   390    3.453               0             653             706;
   391    3.462               0             647             690;
   392    3.471               0             642             675;
   393    3.480               0             635             662;
   394    3.489               0             628             651;
   395    3.497               0             621             641;
   396    3.506               0             612             632;
   397    3.515               0             602             627;
   398    3.524               0             591             623;
   399    3.533               0             580             621;
   400    3.542               0             567             621;
   401    3.551               0             555             621;
   402    3.559               0             542             621;
   403    3.568               0             529             623;
   404    3.577               0             516             623;
   405    3.586               0             503             623;
   406    3.595               0             490             623;
   407    3.604               0             478             622;
   408    3.613               0             466             620;
   409    3.621               0             454             618;
   410    3.630               0             443             615;
   411    3.639               0             433             612;
   412    3.648               0             424             607;
   413    3.657               0             416             601;
   414    3.666               0             410             594;
   415    3.674               0             403             584;
   416    3.683               0             399             574;
   417    3.692               0             394             561;
   418    3.701               0             390             547;
   419    3.710               0             386             531;
   420    3.719               0             382             515;
   421    3.728               0             377             498;
   422    3.736               0             371             482;
   423    3.745               0             366             466;
   424    3.754               0             359             452;
   425    3.763               0             352             439;
   426    3.772               0             343             427;
   427    3.781               0             334             416;
   428    3.790               0             324             406;
   429    3.798               0             314             397;
   430    3.807               0             302             389;
   431    3.816               0             291             382;
   432    3.825               0             280             377;
   433    3.834               0             270             372;
   434    3.843               0             259             369;
   435    3.852               0             250             366;
   436    3.860               0             242             363;
   437    3.869               0             234             362;
   438    3.878               0             227             360;
   439    3.887               0             223             359;
   440    3.896               0             219             358;
   441    3.905               0             218             358;
   442    3.914               0             218             357;
   443    3.922               0             218             357;
   444    3.931               0             220             356;
   445    3.940               0             221             356;
   446    3.949               0             223             356;
   447    3.958               0             224             356;
   448    3.967               0             225             356;
   449    3.976               0             225             356;
   450    3.984               0             225             356;
   451    3.993               0             225             356;
   452    4.002               0             225             356;
   453    4.011               0             225             356;
   454    4.020               0             225             356;
   455    4.029               0             225             356;
   456    4.038               0             225             356;
   457    4.046               0             225             356;
   458    4.055               0             225             356;
   459    4.064               0             225             356;
   460    4.073               0             225             356;
   461    4.082               0             225             356;
   462    4.091               0             224             356;
   463    4.099               0             223             356;
   464    4.108               0             222             356;
   465    4.117               0             220             356;
   466    4.126               0             219             356;
   467    4.135               0             218             356;
   468    4.144               0             217             356;
   469    4.153               0             216             356;
   470    4.161               0             215             356;
   471    4.170               0             213             356;
   472    4.179               0             211             356;
   473    4.188               0             209             356;
   474    4.197               0             206             356;
   475    4.206               0             203             356;
   476    4.215               0             200             355;
   477    4.223               0             196             355;
   478    4.232               0             193             354;
   479    4.241               0             189             353;
   480    4.250               0             185             351;
   481    4.259               0             180             350;
   482    4.268               0             175             348;
   483    4.277               0             170             346;
   484    4.285               0             163             344;
   485    4.294               0             157             341;
   486    4.303               0             150             337;
   487    4.312               0             142             334;
   488    4.321               0             134             329;
   489    4.330               0             126             322;
   490    4.339               0             119             315;
   491    4.347               0             111             307;
   492    4.356               0             105             297;
   493    4.365               0              98             286;
   494    4.374               0              91             276;
   495    4.383               0              84             265;
   496    4.392               0              78             255;
   497    4.401               0              71             245;
   498    4.409               0              65             235;
   499    4.418               0              58             226;
   500    4.427               0              52             217;
   501    4.436               0              47             207;
   502    4.445               0              42             198;
   503    4.454               0              38             188;
   504    4.463               0              35             179;
   505    4.471               0              34             170;
   506    4.480               0              33             162;
   507    4.489               0              32             156;
   508    4.498               0              32             151;
   509    4.507               0              32             147;
   510    4.516               0              32             144;
   511    4.524               0              32             143;
   512    4.533               0              32             143;
   513    4.542               0              32             143;
   514    4.551               0              32             143;
   515    4.560               0              31             145;
   516    4.569               0              30             145;
   517    4.578               0              30             145;
   518    4.586               0              29             146;
   519    4.595               0              28             146;
   520    4.604               0              27             146;
   521    4.613               0              26             146;
   522    4.622               0              25             146;
   523    4.631               0              23             146;
   524    4.640               0              22             146;
   525    4.648               0              20             146;
   526    4.657               0              18             146;
   527    4.666               0              16             146;
   528    4.675               0              14             146;
   529    4.684               0              11             146;
   530    4.693               0               8             146;
   531    4.702               0               5             146;
   532    4.710               0               2             146;
   533    4.719               0              -1             146;
   534    4.728               0              -4             146;
   535    4.737               0              -7             146;
   536    4.746               0             -10             146;
   537    4.755               0             -15             146;
   538    4.764               0             -19             145;
   539    4.772               0             -23             145;
   540    4.781               0             -27             144;
   541    4.790               0             -31             143;
   542    4.799               0             -34             143;
   543    4.808               0             -37             142;
   544    4.817               0             -39             141;
   545    4.826               0             -41             140;
   546    4.834               0             -42             139;
   547    4.843               0             -43             138;
   548    4.852               0             -44             137;
   549    4.861               0             -44             136;
   550    4.870               0             -45             135;
   551    4.879               0             -45             134;
   552    4.888               0             -45             132;
   553    4.896               0             -45             131;
   554    4.905               0             -46             130;
   555    4.914               0             -47             128;
   556    4.923               0             -48             126;
   557    4.932               0             -49             124;
   558    4.941               0             -51             122;
   559    4.949               0             -53             120;
   560    4.958               0             -54             118;
   561    4.967               0             -57             115;
   562    4.976               0             -60             112;
   563    4.985               0             -63             108;
   564    4.994               0             -67             104;
   565    5.003               0             -71             100;
   566    5.011               0             -77              95;
   567    5.020               0             -82              90;
   568    5.029               0             -87              84;
   569    5.038               0             -92              78;
   570    5.047               0             -96              71;
   571    5.056               0            -101              65;
   572    5.065               0            -103              57;
   573    5.073               0            -106              50;
   574    5.082               0            -109              43;
   575    5.091               0            -111              36;
   576    5.100               0            -114              29;
   577    5.109               0            -116              23;
   578    5.118               0            -117              17;
   579    5.127               0            -118              12;
   580    5.135               0            -120               8;
   581    5.144               0            -121               4;
   582    5.153               0            -122               1;
   583    5.162               0            -122              -2;
   584    5.171               0            -123              -4;
   585    5.180               0            -124              -6;
   586    5.189               0            -125              -8;
   587    5.197               0            -126             -10;
   588    5.206               0            -127             -13;
   589    5.215               0            -128             -15;
   590    5.224               0            -129             -18;
   591    5.233               0            -130             -20;
   592    5.242               0            -131             -23;
   593    5.251               0            -132             -26;
   594    5.259               0            -132             -29;
   595    5.268               0            -132             -33;
   596    5.277               0            -132             -36;
   597    5.286               0            -132             -38;
   598    5.295               0            -132             -41;
   599    5.304               0            -132             -43;
   600    5.313               0            -132             -44;
   601    5.321               0            -132             -44;
   602    5.330               0            -132             -44;
   603    5.339               0            -132             -44;
   604    5.348               0            -132             -44;
   605    5.357               0            -132             -44;
   606    5.366               0            -132             -44;
   607    5.374               0            -132             -44;
   608    5.383               0            -132             -44;
   609    5.392               0            -132             -44;
   610    5.401               0            -132             -44;
   611    5.410               0            -132             -44;
   612    5.419               0            -132             -44;
   613    5.428               0            -132             -44;
   614    5.436               0            -132             -44;
   615    5.445               0            -132             -44;
   616    5.454               0            -132             -44;
   617    5.463               0            -132             -44;
   618    5.472               0            -132             -44;
   619    5.481               0            -132             -44;
   620    5.490               0            -132             -44;
   621    5.498               0            -132             -44;
   622    5.507               0            -132             -44;
   623    5.516               0            -132             -44;
   624    5.525               0            -132             -44;
   625    5.534               0            -132             -44;
   626    5.543               0            -132             -44;
   627    5.552               0            -132             -44;
   628    5.560               0            -132             -44;
   629    5.569               0            -132             -44;
   630    5.578               0            -132             -44;
   631    5.587               0            -132             -44;
   632    5.596               0            -132             -44;
   633    5.605               0            -132             -44;
   634    5.614               0            -132             -44;
   635    5.622               0            -132             -44;
   636    5.631               0            -132             -44;
   637    5.640               0            -132             -44;
   638    5.649               0            -132             -44;
   639    5.658               0            -132             -44;
   640    5.667               0            -132             -44;
   641    5.676               0            -132             -44;
   642    5.684               0            -132             -44;
   643    5.693               0            -132             -44;
   644    5.702               0            -132             -44;
   645    5.711               0            -132             -44;
   646    5.720               0            -132             -44;
   647    5.729               0            -132             -44;
   648    5.738               0            -132             -44;
   649    5.746               0            -132             -44;
   650    5.755               0            -132             -44;
   651    5.764               0            -132             -44;
   652    5.773               0            -132             -44;
   653    5.782               0            -132             -44;
   654    5.791               0            -132             -44;
   655    5.799               0            -132             -44;
   656    5.808               0            -132             -44;
   657    5.817               0            -132             -44;
   658    5.826               0            -132             -44;
   659    5.835               0            -132             -44;
   660    5.844               0            -132             -44;
   661    5.853               0            -132             -44;
   662    5.861               0            -132             -44;
   663    5.870               0            -132             -44;
   664    5.879               0            -132             -44;
   665    5.888               0            -132             -44;
   666    5.897               0            -132             -44;
   667    5.906               0            -132             -44;
   668    5.915               0            -132             -44;
   669    5.923               0            -132             -44;
   670    5.932               0            -132             -44;
   671    5.941               0            -132             -44;
   672    5.950               0            -132             -44;
   673    5.959               0            -132             -44;
   674    5.968               0            -132             -44;
   675    5.977               0            -132             -44;
   676    5.985               0            -132             -44]
