 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos 
   211    1.868            1000             990             916;
   212    1.877            1000             990             916;
   213    1.886            1000             991             916;
   214    1.895            1000             992             916;
   215    1.904            1000             993             916;
   216    1.913            1000             994             916;
   217    1.921            1000             996             916;
   218    1.930            1000             997             916;
   219    1.939            1000             999             916;
   220    1.948            1000            1000             916;
   221    1.957            1000            1003             916;
   222    1.966            1000            1006             916;
   223    1.974            1000            1009             916;
   224    1.983            1000            1014             916;
   225    1.992            1000            1018             916;
   226    2.001            1000            1023             917;
   227    2.010            1000            1028             917;
   228    2.019            1000            1035             918;
   229    2.028            1000            1041             919;
   230    2.036            1000            1047             920;
   231    2.045            1000            1054             921;
   232    2.054            1000            1060             922;
   233    2.063            1000            1066             924;
   234    2.072            1000            1069             925;
   235    2.081            1000            1071             927;
   236    2.090            1000            1072             928;
   237    2.098            1000            1072             929;
   238    2.107            1000            1072             929;
   239    2.116            1000            1072             930;
   240    2.125            1000            1071             930;
   241    2.134            1000            1071             930;
   242    2.143            1000            1071             930;
   243    2.152            1000            1071             930;
   244    2.160            1000            1071             930;
   245    2.169            1000            1071             930;
   246    2.178            1000            1071             930;
   247    2.187            1000            1071             930;
   248    2.196            1000            1071             930;
   249    2.205            1000            1071             930;
   250    2.214            1000            1071             930;
   251    2.222            1000            1071             930;
   252    2.231            1000            1071             930;
   253    2.240            1000            1071             930;
   254    2.249            1000            1071             930;
   255    2.258            1000            1071             930;
   256    2.267            1000            1071             930;
   257    2.276            1000            1071             930;
   258    2.284            1000            1071             930;
   259    2.293            1000            1071             930;
   260    2.302            1000            1071             930;
   261    2.311            1000            1071             930;
   262    2.320            1000            1071             930;
   263    2.329            1000            1071             930;
   264    2.338            1000            1071             930;
   265    2.346            1000            1071             930;
   266    2.355            1000            1071             930;
   267    2.364            1000            1071             930;
   268    2.373            1000            1071             930;
   269    2.382            1000            1071             930;
   270    2.391            1000            1071             930;
   271    2.399            1000            1071             930;
   272    2.408            1000            1071             930;
   273    2.417            1000            1071             930;
   274    2.426            1000            1071             930;
   275    2.435            1000            1071             930;
   276    2.444            1000            1071             930;
   277    2.453            1000            1071             930;
   278    2.461            1000            1071             930;
   279    2.470            1000            1071             930;
   280    2.479            1000            1071             930;
   281    2.488            1000            1071             930;
   282    2.497            1000            1071             930;
   283    2.506            1000            1071             930;
   284    2.515            1000            1071             930;
   285    2.523            1000            1071             930;
   286    2.532            1000            1071             930;
   287    2.541            1000            1071             930;
   288    2.550            1000            1071             930;
   289    2.559            1000            1071             930;
   290    2.568            1000            1071             930;
   291    2.577            1000            1071             930;
   292    2.585            1000            1072             930;
   293    2.594            1000            1072             930;
   294    2.603            1000            1072             930;
   295    2.612            1000            1072             930;
   296    2.621            1000            1072             930;
   297    2.630            1000            1072             930;
   298    2.639            1000            1072             930;
   299    2.647            1000            1072             930;
   300    2.656            1000            1072             930;
   301    2.665            1000            1072             930;
   302    2.674            1000            1072             930;
   303    2.683            1000            1072             930;
   304    2.692            1000            1073             930;
   305    2.701            1000            1073             930;
   306    2.709            1000            1074             930;
   307    2.718            1000            1074             930;
   308    2.727            1000            1074             930;
   309    2.736            1000            1074             930;
   310    2.745            1000            1075             930;
   311    2.754            1000            1075             930;
   312    2.763            1000            1075             930;
   313    2.771            1000            1075             930;
   314    2.780            1000            1075             930;
   315    2.789            1000            1075             930;
   316    2.798            1000            1075             930;
   317    2.807            1000            1075             930;
   318    2.816            1000            1076             930;
   319    2.824            1000            1076             930;
   320    2.833            1000            1076             930;
   321    2.842            1000            1077             930;
   322    2.851            1000            1077             930;
   323    2.860            1000            1078             930;
   324    2.869            1000            1078             930;
   325    2.878            1000            1078             930;
   326    2.886            1000            1079             930;
   327    2.895            1000            1079             930;
   328    2.904            1000            1079             930;
   329    2.913            1000            1079             930;
   330    2.922            1000            1079             930;
   331    2.931            1000            1079             930;
   332    2.940            1000            1079             930;
   333    2.948            1000            1080             930;
   334    2.957            1000            1081             930;
   335    2.966            1000            1082             930;
   336    2.975            1000            1083             930;
   337    2.984            1000            1083             930;
   338    2.993            1000            1084             930;
   339    3.002               0            1084             930;
   340    3.010               0            1082             930;
   341    3.019               0            1066             930;
   342    3.028               0            1050             930;
   343    3.037               0            1035             930;
   344    3.046               0            1021             930;
   345    3.055               0            1008             930;
   346    3.064               0             997             929;
   347    3.072               0             988             927;
   348    3.081               0             981             926;
   349    3.090               0             975             925;
   350    3.099               0             971             923;
   351    3.108               0             969             923;
   352    3.117               0             968             922;
   353    3.126               0             968             922;
   354    3.134               0             968             922;
   355    3.143               0             968             922;
   356    3.152               0             968             922;
   357    3.161               0             968             922;
   358    3.170               0             966             922;
   359    3.179               0             964             922;
   360    3.188               0             960             922;
   361    3.196               0             956             922;
   362    3.205               0             951             922;
   363    3.214               0             944             922;
   364    3.223               0             937             922;
   365    3.232               0             928             921;
   366    3.241               0             919             920;
   367    3.249               0             908             919;
   368    3.258               0             896             918;
   369    3.267               0             884             917;
   370    3.276               0             871             915;
   371    3.285               0             856             913;
   372    3.294               0             841             911;
   373    3.303               0             825             909;
   374    3.311               0             808             905;
   375    3.320               0             791             902;
   376    3.329               0             773             897;
   377    3.338               0             754             892;
   378    3.347               0             736             886;
   379    3.356               0             718             878;
   380    3.365               0             701             869;
   381    3.373               0             685             859;
   382    3.382               0             671             847;
   383    3.391               0             659             832;
   384    3.400               0             649             817;
   385    3.409               0             641             800;
   386    3.418               0             635             782;
   387    3.427               0             630             763;
   388    3.435               0             626             744;
   389    3.444               0             623             725;
   390    3.453               0             620             707;
   391    3.462               0             617             689;
   392    3.471               0             613             672;
   393    3.480               0             609             656;
   394    3.489               0             604             642;
   395    3.497               0             598             630;
   396    3.506               0             589             620;
   397    3.515               0             580             613;
   398    3.524               0             567             609;
   399    3.533               0             554             606;
   400    3.542               0             539             605;
   401    3.551               0             523             605;
   402    3.559               0             507             605;
   403    3.568               0             490             607;
   404    3.577               0             473             607;
   405    3.586               0             456             607;
   406    3.595               0             439             607;
   407    3.604               0             423             606;
   408    3.613               0             408             603;
   409    3.621               0             393             599;
   410    3.630               0             381             595;
   411    3.639               0             370             589;
   412    3.648               0             361             581;
   413    3.657               0             354             571;
   414    3.666               0             349             560;
   415    3.674               0             346             547;
   416    3.683               0             345             532;
   417    3.692               0             344             516;
   418    3.701               0             344             499;
   419    3.710               0             344             483;
   420    3.719               0             344             467;
   421    3.728               0             344             452;
   422    3.736               0             343             439;
   423    3.745               0             341             428;
   424    3.754               0             338             417;
   425    3.763               0             333             409;
   426    3.772               0             328             402;
   427    3.781               0             321             396;
   428    3.790               0             312             392;
   429    3.798               0             303             389;
   430    3.807               0             293             388;
   431    3.816               0             281             387;
   432    3.825               0             271             387;
   433    3.834               0             260             387;
   434    3.843               0             248             387;
   435    3.852               0             238             387;
   436    3.860               0             228             387;
   437    3.869               0             219             387;
   438    3.878               0             211             387;
   439    3.887               0             205             387;
   440    3.896               0             199             385;
   441    3.905               0             195             383;
   442    3.914               0             192             381;
   443    3.922               0             191             379;
   444    3.931               0             191             377;
   445    3.940               0             191             375;
   446    3.949               0             191             373;
   447    3.958               0             193             371;
   448    3.967               0             193             368;
   449    3.976               0             194             366;
   450    3.984               0             194             364;
   451    3.993               0             194             362;
   452    4.002               0             194             360;
   453    4.011               0             194             359;
   454    4.020               0             194             358;
   455    4.029               0             194             357;
   456    4.038               0             194             356;
   457    4.046               0             194             356;
   458    4.055               0             194             356;
   459    4.064               0             194             356;
   460    4.073               0             194             356;
   461    4.082               0             194             356;
   462    4.091               0             193             356;
   463    4.099               0             192             356;
   464    4.108               0             191             356;
   465    4.117               0             189             356;
   466    4.126               0             189             356;
   467    4.135               0             187             356;
   468    4.144               0             186             356;
   469    4.153               0             184             356;
   470    4.161               0             182             356;
   471    4.170               0             180             356;
   472    4.179               0             177             356;
   473    4.188               0             175             356;
   474    4.197               0             172             356;
   475    4.206               0             169             356;
   476    4.215               0             166             355;
   477    4.223               0             163             355;
   478    4.232               0             160             354;
   479    4.241               0             156             352;
   480    4.250               0             152             351;
   481    4.259               0             148             350;
   482    4.268               0             144             349;
   483    4.277               0             140             347;
   484    4.285               0             136             345;
   485    4.294               0             132             343;
   486    4.303               0             127             339;
   487    4.312               0             121             336;
   488    4.321               0             115             332;
   489    4.330               0             109             327;
   490    4.339               0             102             320;
   491    4.347               0              95             314;
   492    4.356               0              88             306;
   493    4.365               0              81             296;
   494    4.374               0              75             287;
   495    4.383               0              68             277;
   496    4.392               0              60             267;
   497    4.401               0              53             256;
   498    4.409               0              45             247;
   499    4.418               0              37             238;
   500    4.427               0              29             229;
   501    4.436               0              22             219;
   502    4.445               0              15             210;
   503    4.454               0               8             201;
   504    4.463               0               4             192;
   505    4.471               0              -0             183;
   506    4.480               0              -3             173;
   507    4.489               0              -6             165;
   508    4.498               0              -8             157;
   509    4.507               0              -8             150;
   510    4.516               0              -9             144;
   511    4.524               0             -10             140;
   512    4.533               0             -10             137;
   513    4.542               0             -11             135;
   514    4.551               0             -11             134;
   515    4.560               0             -11             134;
   516    4.569               0             -11             134;
   517    4.578               0             -11             136;
   518    4.586               0             -11             137;
   519    4.595               0             -12             138;
   520    4.604               0             -13             139;
   521    4.613               0             -15             139;
   522    4.622               0             -16             139;
   523    4.631               0             -19             139;
   524    4.640               0             -22             139;
   525    4.648               0             -25             139;
   526    4.657               0             -28             139;
   527    4.666               0             -33             139;
   528    4.675               0             -38             139;
   529    4.684               0             -43             139;
   530    4.693               0             -49             139;
   531    4.702               0             -55             138;
   532    4.710               0             -60             138;
   533    4.719               0             -64             138;
   534    4.728               0             -68             138;
   535    4.737               0             -70             137;
   536    4.746               0             -72             136;
   537    4.755               0             -73             136;
   538    4.764               0             -73             135;
   539    4.772               0             -73             134;
   540    4.781               0             -73             133;
   541    4.790               0             -73             132;
   542    4.799               0             -73             132;
   543    4.808               0             -73             131;
   544    4.817               0             -73             131;
   545    4.826               0             -73             130;
   546    4.834               0             -73             130;
   547    4.843               0             -73             130;
   548    4.852               0             -73             130;
   549    4.861               0             -73             130;
   550    4.870               0             -73             130;
   551    4.879               0             -73             130;
   552    4.888               0             -73             130;
   553    4.896               0             -74             130;
   554    4.905               0             -75             130;
   555    4.914               0             -76             130;
   556    4.923               0             -78             130;
   557    4.932               0             -79             130;
   558    4.941               0             -81             130;
   559    4.949               0             -83             130;
   560    4.958               0             -84             129;
   561    4.967               0             -87             129;
   562    4.976               0             -88             128;
   563    4.985               0             -91             128;
   564    4.994               0             -92             127;
   565    5.003               0             -95             127;
   566    5.011               0             -97             126;
   567    5.020               0            -101             126;
   568    5.029               0            -104             126;
   569    5.038               0            -109             125;
   570    5.047               0            -113             124;
   571    5.056               0            -118             122;
   572    5.065               0            -122             120;
   573    5.073               0            -125             118;
   574    5.082               0            -128             115;
   575    5.091               0            -129             111;
   576    5.100               0            -130             106;
   577    5.109               0            -131             100;
   578    5.118               0            -131              93;
   579    5.127               0            -131              85;
   580    5.135               0            -131              76;
   581    5.144               0            -131              66;
   582    5.153               0            -131              56;
   583    5.162               0            -131              46;
   584    5.171               0            -131              35;
   585    5.180               0            -131              26;
   586    5.189               0            -131              16;
   587    5.197               0            -133               8;
   588    5.206               0            -134               1;
   589    5.215               0            -136              -6;
   590    5.224               0            -138             -11;
   591    5.233               0            -140             -16;
   592    5.242               0            -143             -20;
   593    5.251               0            -145             -23;
   594    5.259               0            -148             -25;
   595    5.268               0            -151             -27;
   596    5.277               0            -154             -29;
   597    5.286               0            -158             -30;
   598    5.295               0            -163             -30;
   599    5.304               0            -168             -30;
   600    5.313               0            -173             -31;
   601    5.321               0            -177             -31;
   602    5.330               0            -181             -31;
   603    5.339               0            -184             -31;
   604    5.348               0            -185             -31;
   605    5.357               0            -186             -32;
   606    5.366               0            -186             -33;
   607    5.374               0            -186             -33;
   608    5.383               0            -186             -34;
   609    5.392               0            -185             -35;
   610    5.401               0            -185             -35;
   611    5.410               0            -185             -36;
   612    5.419               0            -185             -36;
   613    5.428               0            -185             -37;
   614    5.436               0            -185             -37;
   615    5.445               0            -185             -37;
   616    5.454               0            -185             -37;
   617    5.463               0            -185             -37;
   618    5.472               0            -185             -37;
   619    5.481               0            -185             -37;
   620    5.490               0            -185             -37;
   621    5.498               0            -185             -37;
   622    5.507               0            -185             -37;
   623    5.516               0            -185             -37;
   624    5.525               0            -185             -37;
   625    5.534               0            -185             -37;
   626    5.543               0            -185             -37;
   627    5.552               0            -185             -38;
   628    5.560               0            -185             -38;
   629    5.569               0            -185             -38;
   630    5.578               0            -185             -38;
   631    5.587               0            -185             -38;
   632    5.596               0            -185             -38;
   633    5.605               0            -185             -38;
   634    5.614               0            -185             -38;
   635    5.622               0            -185             -38;
   636    5.631               0            -185             -38;
   637    5.640               0            -185             -38;
   638    5.649               0            -185             -38;
   639    5.658               0            -185             -38;
   640    5.667               0            -185             -38;
   641    5.676               0            -185             -38;
   642    5.684               0            -185             -38;
   643    5.693               0            -185             -38;
   644    5.702               0            -185             -38;
   645    5.711               0            -185             -38;
   646    5.720               0            -185             -38;
   647    5.729               0            -185             -38;
   648    5.738               0            -185             -38;
   649    5.746               0            -185             -38;
   650    5.755               0            -184             -38;
   651    5.764               0            -184             -38;
   652    5.773               0            -184             -38;
   653    5.782               0            -184             -38;
   654    5.791               0            -184             -38;
   655    5.799               0            -184             -38;
   656    5.808               0            -184             -38;
   657    5.817               0            -184             -38;
   658    5.826               0            -184             -38;
   659    5.835               0            -184             -38;
   660    5.844               0            -184             -38;
   661    5.853               0            -184             -38;
   662    5.861               0            -183             -38;
   663    5.870               0            -183             -38;
   664    5.879               0            -183             -38;
   665    5.888               0            -183             -38;
   666    5.897               0            -183             -38;
   667    5.906               0            -183             -38;
   668    5.915               0            -182             -38;
   669    5.923               0            -182             -38;
   670    5.932               0            -182             -38;
   671    5.941               0            -182             -39;
   672    5.950               0            -182             -39;
   673    5.959               0            -182             -39;
   674    5.968               0            -182             -39;
   675    5.977               0            -181             -39;
   676    5.985               0            -181             -39]
