 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort
   116    1.027               0              57            4993          0.0000;
   117    1.036               0              58            4734          0.0000;
   118    1.045               0              58            4390          0.0000;
   119    1.054               0              57            3968          0.0000;
   120    1.063               0              54            3473          0.0000;
   121    1.071               0              48            2918          0.0000;
   122    1.080               0              39            2316          0.0000;
   123    1.089               0              28            1674          0.0000;
   124    1.098               0              15            1005          0.0000;
   125    1.107               0              -0             330          0.0000;
   126    1.116               0             -17            -353          0.0000;
   127    1.124               0             -35           -1018          0.0000;
   128    1.133               0             -54           -1657          0.0000;
   129    1.142              -1             -73           -2264          0.0000;
   130    1.151              -1             -89           -2821          0.0000;
   131    1.160              -1            -105           -3321          0.0000;
   132    1.169              -1            -120           -3754          0.0000;
   133    1.178              -1            -136           -4111          0.0000;
   134    1.186              -1            -153           -4385          0.0000;
   135    1.195              -1            -169           -4574          0.0000;
   136    1.204              -1            -185           -4673          0.0000;
   137    1.213              -1            -195           -4685          0.0000;
   138    1.222              -1            -200           -4608          0.0000;
   139    1.231              -1            -200           -4449          0.0000;
   140    1.240              -1            -200           -4209          0.0000;
   141    1.248              -1            -198           -3895          0.0000;
   142    1.257              -1            -195           -3512          0.0000;
   143    1.266              -1            -189           -3066          0.0000;
   144    1.275              -1            -181           -2572          0.0000;
   145    1.284              -1            -170           -2034          0.0000;
   146    1.293              -1            -157           -1462          0.0000;
   147    1.302              -1            -142            -873          0.0000;
   148    1.310              -1            -125            -274          0.0000;
   149    1.319              -1            -107             329          0.0000;
   150    1.328              -1             -89             913          0.0000;
   151    1.337              -1             -72            1478          0.0000;
   152    1.346              -1             -55            2014          0.0000;
   153    1.355              -1             -40            2504          0.0000;
   154    1.364              -1             -26            2937          0.0000;
   155    1.372              -1             -12            3314          0.0000;
   156    1.381              -1               2            3629          0.0000;
   157    1.390              -1              13            3869          0.0000;
   158    1.399              -1              20            4033          0.0000;
   159    1.408              -1              24            4117          0.0000;
   160    1.417              -1              27            4126          0.0000;
   161    1.426              -1              30            4055          0.0000;
   162    1.434              -1              31            3911          0.0000;
   163    1.443              -1              31            3695          0.0000;
   164    1.452              -1              31            3412          0.0000;
   165    1.461              -1              30            3067          0.0000;
   166    1.470              -1              27            2670          0.0000;
   167    1.479              -1              23            2228          0.0000;
   168    1.488              -1              18            1748          0.0000;
   169    1.496              -1              10            1238          0.0000;
   170    1.505              -1               1             713          0.0000;
   171    1.514              -1              -9             181          0.0000;
   172    1.523              -1             -20            -353          0.0000;
   173    1.532              -1             -31            -871          0.0000;
   174    1.541              -1             -43           -1366          0.0000;
   175    1.549              -1             -56           -1832          0.0000;
   176    1.558              -1             -68           -2258          0.0000;
   177    1.567              -1             -80           -2638          0.0000;
   178    1.576              -1             -90           -2963          0.0000;
   179    1.585              -1            -100           -3230          0.0000;
   180    1.594              -1            -107           -3434          0.0000;
   181    1.603              -1            -113           -3570          0.0000;
   182    1.611              -1            -116           -3636          0.0000;
   183    1.620              -1            -118           -3633          0.0000;
   184    1.629              -1            -118           -3560          0.0000;
   185    1.638              -1            -118           -3421          0.0000;
   186    1.647              -1            -115           -3221          0.0000;
   187    1.656              -1            -113           -2964          0.0000;
   188    1.665              -1            -107           -2656          0.0000;
   189    1.673              -1            -101           -2301          0.0000;
   190    1.682              -1             -92           -1908          0.0000;
   191    1.691              -1             -81           -1479          0.0000;
   192    1.700              -1             -70           -1031          0.0000;
   193    1.709              -1             -59            -567          0.0000;
   194    1.718              -1             -49             -92          0.0000;
   195    1.727              -1             -39             378          0.0000;
   196    1.735              -1             -30             835          0.0000;
   197    1.744              -1             -19            1273          0.0000;
   198    1.753              -1              -9            1686          0.0000;
   199    1.762              -1               2            2064          0.0000;
   200    1.771              -1              13            2395          0.0000;
   201    1.780              -1              23            2681          0.0000;
   202    1.789              -1              33            2913          0.0000;
   203    1.797              -1              41            3088          0.0000;
   204    1.806              -1              49            3202          0.0000;
   205    1.815              -1              55            3254          0.0000;
   206    1.824              -1              59            3248          0.0000;
   207    1.833              -1              61            3181          0.0000;
   208    1.842              -1              61            3057          0.0000;
   209    1.851              -1              61            2878          0.0000;
   210    1.859              -1              61            2648          0.0000;
   211    1.868              -2              60            2374          0.0000;
   212    1.877              -2              56            2059          0.0000;
   213    1.886              -2              51            1707          0.0000;
   214    1.895              -2              45            1328          0.0000;
   215    1.904              -2              38             932          0.0000;
   216    1.913              -2              30             526          0.0000;
   217    1.921              -2              23             115          0.0000;
   218    1.930              -2              15            -296          0.0000;
   219    1.939              -2               7            -694          0.0000;
   220    1.948              -2              -1           -1070          0.0000;
   221    1.957              -2             -11           -1421          0.0000;
   222    1.966              -2             -21           -1742          0.0000;
   223    1.974              -2             -32           -2026          0.0000;
   224    1.983              -2             -41           -2265          0.0000;
   225    1.992              -2             -48           -2459          0.0000;
   226    2.001              -2             -52           -2601          0.0000;
   227    2.010              -2             -53           -2692          0.0000;
   228    2.019              -2             -54           -2729          0.0000;
   229    2.028              -2             -57           -2717          0.0000;
   230    2.036              -2             -60           -2652          0.0000;
   231    2.045              -2             -63           -2540          0.0000;
   232    2.054              -2             -64           -2382          0.0000;
   233    2.063              -2             -64           -2182          0.0000;
   234    2.072              -2             -64           -1944          0.0000;
   235    2.081              -2             -62           -1671          0.0000;
   236    2.090              -2             -59           -1370          0.0000;
   237    2.098              -2             -55           -1048          0.0000;
   238    2.107              -2             -51            -709          0.0000;
   239    2.116              -2             -45            -359          0.0000;
   240    2.125              -2             -38              -3          0.0000;
   241    2.134              -2             -30             348          0.0000;
   242    2.143              -2             -22             688          0.0000;
   243    2.152              -2             -14            1012          0.0000;
   244    2.160              -2              -7            1316          0.0000;
   245    2.169              -2              -2            1591          0.0000;
   246    2.178              -2               1            1835          0.0000;
   247    2.187              -2               4            2040          0.0000;
   248    2.196              -2               6            2208          0.0000;
   249    2.205              -2              10            2328          0.0000;
   250    2.214              -2              11            2402          0.0000;
   251    2.222              -2              12            2430          0.0000;
   252    2.231              -2              12            2414          0.0000;
   253    2.240              -2              13            2352          0.0000;
   254    2.249              -2              14            2248          0.0000;
   255    2.258              -2              14            2104          0.0000;
   256    2.267              -2              11            1923          0.0000;
   257    2.276              -2               6            1709          0.0000;
   258    2.284              -2              -0            1466          0.0000;
   259    2.293              -2              -6            1201          0.0000;
   260    2.302              -2             -12             916          0.0000;
   261    2.311              -2             -17             620          0.0000;
   262    2.320              -2             -21             317          0.0000;
   263    2.329              -2             -25              11          0.0000;
   264    2.338              -2             -29            -292          0.0000;
   265    2.346              -2             -33            -583          0.0000;
   266    2.355              -2             -38            -858          0.0000;
   267    2.364              -2             -44           -1112          0.0000;
   268    2.373              -2             -48           -1341          0.0000;
   269    2.382              -2             -52           -1542          0.0000;
   270    2.391              -2             -55           -1709          0.0000;
   271    2.399              -2             -57           -1841          0.0000;
   272    2.408              -2             -60           -1934          0.0000;
   273    2.417              -2             -63           -1986          0.0000;
   274    2.426              -2             -65           -1999          0.0000;
   275    2.435              -2             -66           -1974          0.0000;
   276    2.444              -2             -66           -1911          0.0000;
   277    2.453              -2             -66           -1813          0.0000;
   278    2.461              -2             -66           -1682          0.0000;
   279    2.470              -2             -66           -1521          0.0000;
   280    2.479              -2             -66           -1335          0.0000;
   281    2.488              -2             -66           -1127          0.0000;
   282    2.497              -2             -64            -900          0.0000;
   283    2.506              -2             -62            -660          0.0000;
   284    2.515              -2             -60            -407          0.0000;
   285    2.523              -2             -57            -151          0.0000;
   286    2.532              -2             -54             107          0.0000;
   287    2.541              -2             -50             356          0.0000;
   288    2.550              -2             -46             597          0.0000;
   289    2.559              -2             -43             822          0.0000;
   290    2.568              -2             -39            1029          0.0000;
   291    2.577              -2             -36            1214          0.0000;
   292    2.585              -2             -33            1374          0.0000;
   293    2.594              -2             -30            1503          0.0000;
   294    2.603              -2             -27            1602          0.0000;
   295    2.612              -2             -24            1668          0.0000;
   296    2.621              -2             -22            1700          0.0000;
   297    2.630              -2             -20            1700          0.0000;
   298    2.639              -2             -20            1668          0.0000;
   299    2.647              -2             -19            1605          0.0000;
   300    2.656              -2             -19            1513          0.0000;
   301    2.665              -2             -19            1395          0.0000;
   302    2.674              -2             -19            1253          0.0000;
   303    2.683              -2             -19            1090          0.0000;
   304    2.692              -2             -19             910          0.0000;
   305    2.701              -2             -20             717          0.0000;
   306    2.709              -2             -23             513          0.0000;
   307    2.718              -2             -25             303          0.0000;
   308    2.727              -2             -26              92          0.0000;
   309    2.736              -2             -28            -120          0.0000;
   310    2.745              -2             -31            -321          0.0000;
   311    2.754              -2             -33            -513          0.0000;
   312    2.763              -2             -36            -690          0.0000;
   313    2.771              -2             -39            -850          0.0000;
   314    2.780              -2             -41            -991          0.0000;
   315    2.789              -2             -42           -1109          0.0000;
   316    2.798              -2             -43           -1203          0.0000;
   317    2.807              -2             -44           -1272          0.0000;
   318    2.816              -2             -44           -1312          0.0000;
   319    2.824              -2             -44           -1325          0.0000;
   320    2.833              -2             -44           -1312          0.0000;
   321    2.842              -2             -44           -1272          0.0000;
   322    2.851              -2             -44           -1209          0.0000;
   323    2.860              -2             -44           -1124          0.0000;
   324    2.869              -2             -44           -1019          0.0000;
   325    2.878              -2             -44            -898          0.0000;
   326    2.886              -2             -44            -762          0.0000;
   327    2.895              -2             -44            -613          0.0000;
   328    2.904              -2             -42            -455          0.0000;
   329    2.913              -2             -42            -290          0.0000;
   330    2.922              -2             -39            -120          0.0000;
   331    2.931              -2             -37              49          0.0000;
   332    2.940              -2             -34             217          0.0000;
   333    2.948              -2             -30             375          0.0000;
   334    2.957              -2             -27             527          0.0000;
   335    2.966              -2             -24             664          0.0000;
   336    2.975              -2             -21             787          0.0000;
   337    2.984              -2             -18             892          0.0000;
   338    2.993              -2             -14             977          0.0000;
   339    3.002              -2             -11            1045          0.0000;
   340    3.010              -2              -9            1088          0.0000;
   341    3.019              -2              -7            1108          0.0000;
   342    3.028              -2              -6            1108          0.0000;
   343    3.037              -2              -6            1085          0.0000;
   344    3.046              -2              -5            1043          0.0000;
   345    3.055              -2              -4             982          0.0000;
   346    3.064              -2              -3             906          0.0000;
   347    3.072              -2              -3             815          0.0000;
   348    3.081              -2              -2             712          0.0000;
   349    3.090              -2              -2             598          0.0000;
   350    3.099              -2              -2             477          0.0000;
   351    3.108              -2              -2             350          0.0000;
   352    3.117              -2              -4             221          0.0000;
   353    3.126              -2              -5              92          0.0000;
   354    3.134              -2              -8             -35          0.0000;
   355    3.143              -2              -9            -156          0.0000;
   356    3.152              -2             -11            -268          0.0000;
   357    3.161              -2             -12            -371          0.0000;
   358    3.170              -2             -13            -462          0.0000;
   359    3.179              -2             -13            -540          0.0000;
   360    3.188              -2             -13            -603          0.0000;
   361    3.196              -2             -13            -650          0.0000;
   362    3.205              -2             -13            -682          0.0000;
   363    3.214              -2             -13            -697          0.0000;
   364    3.223              -2             -13            -698          0.0000;
   365    3.232              -2             -13            -682          0.0000;
   366    3.241              -2             -13            -654          0.0000;
   367    3.249              -2             -13            -612          0.0000;
   368    3.258              -2             -13            -559          0.0000;
   369    3.267              -2             -13            -496          0.0000;
   370    3.276              -2             -13            -423          0.0000;
   371    3.285              -2             -13            -343          0.0000;
   372    3.294              -2             -13            -258          0.0000;
   373    3.303              -2             -11            -167          0.0000;
   374    3.311              -2             -10             -74          0.0000;
   375    3.320              -2              -9              21          0.0000;
   376    3.329              -2              -7             115          0.0000;
   377    3.338              -2              -6             205          0.0000;
   378    3.347              -2              -5             290          0.0000;
   379    3.356              -2              -4             368          0.0000;
   380    3.365              -2              -3             437          0.0000;
   381    3.373              -2              -3             497          0.0000;
   382    3.382              -2              -3             545          0.0000;
   383    3.391              -2              -3             581          0.0000;
   384    3.400              -2              -3             605          0.0000;
   385    3.409              -2              -3             617          0.0000;
   386    3.418               0              -2             619          0.0000;
   387    3.427               1              -2             609          0.0000;
   388    3.435               1              -2             589          0.0000;
   389    3.444               1              -2             562          0.0000;
   390    3.453               1              -2             525          0.0000;
   391    3.462               1              -3             482          0.0000;
   392    3.471               1              -4             432          0.0000;
   393    3.480               0              -7             377          0.0000;
   394    3.489              -1              -9             317          0.0000;
   395    3.497              -1             -12             253          0.0000;
   396    3.506              -2             -16             187          0.0000;
   397    3.515              -3             -19             120          0.0000;
   398    3.524              -4             -21              53          0.0000;
   399    3.533              -4             -24             -10          0.0000;
   400    3.542              -5             -27             -69          0.0000;
   401    3.551              -5             -30            -122          0.0000;
   402    3.559              -5             -34            -168          0.0000;
   403    3.568              -5             -38            -207          0.0000;
   404    3.577              -3             -41            -237          0.0000;
   405    3.586              -3             -44            -258          0.0000;
   406    3.595              -3             -46            -271          0.0000;
   407    3.604              -3             -47            -275          0.0000;
   408    3.613              -3             -48            -272          0.0000;
   409    3.621              -3             -48            -261          0.0000;
   410    3.630              -3             -49            -244          0.0000;
   411    3.639              -3             -49            -223          0.0000;
   412    3.648              -3             -50            -198          0.0000;
   413    3.657              -3             -50            -169          0.0000;
   414    3.666              -3             -50            -138          0.0000;
   415    3.674              -3             -50            -105          0.0000;
   416    3.683              -3             -51             -71          0.0000;
   417    3.692              -3             -51             -35          0.0000;
   418    3.701              -3             -51               1          0.0000;
   419    3.710              -3             -49              38          0.0000;
   420    3.719              -3             -46              73          0.0000;
   421    3.728              -3             -42             105          0.0000;
   422    3.736              -3             -36             135          0.0000;
   423    3.745              -3             -30             161          0.0000;
   424    3.754              -3             -25             183          0.0000;
   425    3.763              -3             -19             202          0.0000;
   426    3.772              -3             -14             217          0.0000;
   427    3.781              -3              -9             227          0.0000;
   428    3.790              -3              -6             234          0.0000;
   429    3.798              -3              -5             236          0.0000;
   430    3.807              -3              -5             234          0.0000;
   431    3.816              -3              -5             227          0.0000;
   432    3.825              -3              -5             218          0.0000;
   433    3.834              -3              -5             207          0.0000;
   434    3.843              -3              -8             194          0.0000;
   435    3.852              -3             -11             181          0.0000;
   436    3.860              -3             -14             167          0.0000;
   437    3.869              -3             -18             153          0.0000;
   438    3.878              -3             -21             140          0.0000;
   439    3.887              -3             -24             127          0.0000;
   440    3.896              -3             -26             114          0.0000;
   441    3.905              -3             -28             101          0.0000;
   442    3.914              -3             -29              90          0.0000;
   443    3.922              -3             -30              81          0.0000;
   444    3.931              -3             -31              74          0.0000;
   445    3.940              -3             -32              69          0.0000;
   446    3.949              -3             -32              66          0.0000;
   447    3.958              -3             -32              66          0.0000;
   448    3.967              -3             -32              66          0.0000;
   449    3.976              -3             -32              67          0.0000;
   450    3.984              -3             -32              70          0.0000;
   451    3.993              -3             -32              73          0.0000;
   452    4.002              -3             -32              76          0.0000;
   453    4.011              -3             -32              78          0.0000;
   454    4.020              -3             -34              79          0.0000;
   455    4.029              -3             -38              80          0.0000;
   456    4.038              -3             -42              81          0.0000;
   457    4.046              -3             -47              81          0.0000;
   458    4.055              -3             -51              81          0.0000;
   459    4.064              -3             -53              79          0.0000;
   460    4.073              -3             -55              79          0.0000;
   461    4.082              -3             -56              79          0.0000;
   462    4.091              -3             -57              79          0.0000;
   463    4.099              -3             -57              78          0.0000;
   464    4.108              -3             -58              78          0.0000;
   465    4.117              -3             -58              78          0.0000;
   466    4.126              -3             -60              78          0.0000;
   467    4.135              -3             -63              78          0.0000;
   468    4.144              -3             -65              78          0.0000;
   469    4.153              -3             -67              78          0.0000;
   470    4.161              -3             -68              78          0.0000;
   471    4.170              -3             -68              76          0.0000;
   472    4.179              -3             -68              76          0.0000;
   473    4.188              -3             -66              75          0.0000;
   474    4.197              -3             -66              74          0.0000;
   475    4.206              -3             -65              74          0.0000;
   476    4.215              -3             -65              74          0.0000;
   477    4.223              -3             -65              74          0.0000;
   478    4.232              -3             -65              74          0.0000;
   479    4.241              -3             -66              74          0.0000;
   480    4.250              -3             -70              74          0.0000;
   481    4.259              -3             -76              74          0.0000;
   482    4.268              -3             -81              74          0.0000;
   483    4.277              -3             -86              74          0.0000;
   484    4.285              -3             -89              74          0.0000;
   485    4.294              -3             -91              74          0.0000;
   486    4.303              -3             -91              74          0.0000;
   487    4.312              -3             -88              74          0.0000;
   488    4.321              -3             -85              74          0.0000;
   489    4.330              -3             -83              74          0.0000;
   490    4.339              -3             -81              74          0.0000;
   491    4.347              -3             -81              74          0.0000;
   492    4.356              -3             -81              73          0.0000;
   493    4.365              -3             -81              73          0.0000;
   494    4.374              -3             -81              73          0.0000;
   495    4.383              -3             -81              73          0.0000;
   496    4.392              -3             -81              73          0.0000;
   497    4.401              -3             -81              73          0.0000;
   498    4.409              -3             -82              73          0.0000;
   499    4.418              -3             -85              73          0.0000;
   500    4.427              -3             -89              73          0.0000;
   501    4.436              -3             -93              73          0.0000;
   502    4.445              -3             -98              73          0.0000;
   503    4.454              -3            -103              73          0.0000;
   504    4.463              -3            -106              73          0.0000;
   505    4.471              -3            -109              73          0.0000;
   506    4.480              -3            -112              73          0.0000;
   507    4.489              -3            -113              73          0.0000;
   508    4.498              -3            -116              71          0.0000;
   509    4.507              -3            -117              70          0.0000;
   510    4.516              -3            -120              70          0.0000;
   511    4.524              -3            -121              69          0.0000;
   512    4.533              -3            -121              68          0.0000;
   513    4.542              -3            -121              67          0.0000;
   514    4.551              -3            -117              67          0.0000;
   515    4.560              -3            -113              67          0.0000;
   516    4.569              -3            -109              67          0.0000;
   517    4.578              -3            -105              67          0.0000;
   518    4.586              -3            -101              67          0.0000;
   519    4.595              -3             -98              67          0.0000;
   520    4.604              -3             -95              67          0.0000;
   521    4.613              -3             -91              67          0.0000;
   522    4.622              -3             -89              67          0.0000;
   523    4.631              -3             -87              67          0.0000;
   524    4.640              -3             -86              67          0.0000;
   525    4.648              -3             -91              67          0.0000;
   526    4.657              -3             -99              67          0.0000;
   527    4.666              -3            -110              67          0.0000;
   528    4.675              -3            -124              67          0.0000;
   529    4.684              -3            -138              67          0.0000;
   530    4.693              -3            -150              67          0.0000;
   531    4.702              -3            -154              65          0.0000;
   532    4.710              -3            -145              63          0.0000;
   533    4.719              -3            -126              62          0.0000;
   534    4.728              -3            -102              60          0.0000;
   535    4.737              -3             -73              60          0.0000;
   536    4.746              -3             -40              60          0.0000;
   537    4.755              -3              -8              62          0.0000;
   538    4.764              -3              23              66          0.0000;
   539    4.772              -3              51              71          0.0000;
   540    4.781              -3              73              77          0.0000;
   541    4.790              -3              91              84          0.0000;
   542    4.799              -3             108              92          0.0000;
   543    4.808              -3             123             101          0.0000;
   544    4.817              -3             136             110          0.0000;
   545    4.826              -3             150             120          0.0000;
   546    4.834              -3             164             130          0.0000;
   547    4.843              -3             179             140          0.0000;
   548    4.852              -3             196             151          0.0000;
   549    4.861              -3             214             164          0.0000;
   550    4.870              -3             231             179          0.0000;
   551    4.879              -3             248             194          0.0000;
   552    4.888              -3             263             211          0.0000;
   553    4.896              -3             278             230          0.0000;
   554    4.905              -3             294             248          0.0000;
   555    4.914              -3             305             267          0.0000;
   556    4.923              -3             309             286          0.0000;
   557    4.932              -3             309             305          0.0000;
   558    4.941              -3             305             323          0.0000;
   559    4.949              -3             297             341          0.0000;
   560    4.958              -3             286             356          0.0000;
   561    4.967              -3             271             369          0.0000;
   562    4.976              -3             258             378          0.0000;
   563    4.985              -3             247             384          0.0000;
   564    4.994              -3             243             387          0.0000;
   565    5.003              -3             241             387          0.0000;
   566    5.011              -3             244             382          0.0000;
   567    5.020              -3             249             376          0.0000;
   568    5.029              -3             254             369          0.0000;
   569    5.038              -3             258             361          0.0000;
   570    5.047              -3             261             354          0.0000;
   571    5.056              -3             262             348          0.0000;
   572    5.065              -3             263             342          0.0000;
   573    5.073              -3             263             337          0.0000;
   574    5.082              -3             262             334          0.0000;
   575    5.091              -3             259             332          0.0000;
   576    5.100              -3             255             331          0.0000;
   577    5.109              -3             252             330          0.0000;
   578    5.118              -3             250             330          0.0000;
   579    5.127              -3             247             331          0.0000;
   580    5.135              -3             246             332          0.0000;
   581    5.144              -3             245             333          0.0000;
   582    5.153              -3             244             334          0.0000;
   583    5.162              -3             244             334          0.0000;
   584    5.171              -3             244             334          0.0000;
   585    5.180              -3             244             334          0.0000;
   586    5.189              -3             244             334          0.0000;
   587    5.197              -3             244             334          0.0000;
   588    5.206              -3             244             334          0.0000;
   589    5.215              -3             244             334          0.0000;
   590    5.224              -3             244             334          0.0000;
   591    5.233              -3             244             334          0.0000;
   592    5.242              -3             244             334          0.0000;
   593    5.251              -3             244             334          0.0000;
   594    5.259              -3             244             334          0.0000;
   595    5.268              -3             244             334          0.0000;
   596    5.277              -3             244             334          0.0000;
   597    5.286              -3             244             334          0.0000;
   598    5.295              -3             244             334          0.0000;
   599    5.304              -3             244             334          0.0000;
   600    5.313              -3             244             334          0.0000;
   601    5.321              -3             244             334          0.0000;
   602    5.330              -3             244             334          0.0000;
   603    5.339              -3             244             334          0.0000;
   604    5.348              -3             244             334          0.0000;
   605    5.357              -3             244             334          0.0000;
   606    5.366              -3             244             334          0.0000;
   607    5.374              -3             244             334          0.0000;
   608    5.383              -3             244             334          0.0000;
   609    5.392              -3             244             334          0.0000;
   610    5.401              -3             244             334          0.0000;
   611    5.410              -3             244             334          0.0000;
   612    5.419              -3             244             334          0.0000;
   613    5.428              -3             244             334          0.0000;
   614    5.436              -3             244             334          0.0000;
   615    5.445              -3             244             334          0.0000;
   616    5.454              -3             244             334          0.0000;
   617    5.463              -3             244             334          0.0000;
   618    5.472              -3             244             334          0.0000;
   619    5.481              -3             244             334          0.0000;
   620    5.490              -3             244             334          0.0000;
   621    5.498              -3             244             334          0.0000;
   622    5.507              -3             244             334          0.0000;
   623    5.516              -3             244             334          0.0000;
   624    5.525              -3             244             334          0.0000;
   625    5.534              -3             244             334          0.0000;
   626    5.543              -3             244             334          0.0000;
   627    5.552              -3             244             334          0.0000;
   628    5.560              -3             244             334          0.0000;
   629    5.569              -3             244             334          0.0000;
   630    5.578              -3             244             334          0.0000;
   631    5.587              -3             244             334          0.0000;
   632    5.596              -3             244             334          0.0000;
   633    5.605              -3             244             334          0.0000;
   634    5.614              -3             244             334          0.0000;
   635    5.622              -3             244             334          0.0000;
   636    5.631              -3             244             334          0.0000;
   637    5.640              -3             244             334          0.0000;
   638    5.649              -3             244             334          0.0000;
   639    5.658              -3             244             334          0.0000;
   640    5.667              -3             244             334          0.0000;
   641    5.676              -3             244             334          0.0000;
   642    5.684              -3             244             334          0.0000;
   643    5.693              -3             244             334          0.0000;
   644    5.702              -3             244             334          0.0000;
   645    5.711              -3             244             334          0.0000;
   646    5.720              -3             244             334          0.0000;
   647    5.729              -3             244             334          0.0000;
   648    5.738              -3             244             334          0.0000;
   649    5.746              -3             244             334          0.0000;
   650    5.755              -3             244             334          0.0000;
   651    5.764              -3             244             334          0.0000;
   652    5.773              -3             244             334          0.0000;
   653    5.782              -3             244             334          0.0000;
   654    5.791              -3             244             334          0.0000;
   655    5.799              -3             244             334          0.0000;
   656    5.808              -3             244             334          0.0000;
   657    5.817              -3             244             334          0.0000;
   658    5.826              -3             244             334          0.0000;
   659    5.835              -3             244             334          0.0000;
   660    5.844              -3             244             334          0.0000;
   661    5.853              -3             244             334          0.0000;
   662    5.861              -3             244             334          0.0000;
   663    5.870              -3             244             334          0.0000;
   664    5.879              -3             244             334          0.0000;
